"SCED.Time.Stamp","HSL","Telemetered.Resource.Status"
"11/8/2019 17:45",15.6,"ON"
"11/8/2019 18:00",13.7,"ON"
"11/8/2019 18:15",14.6,"ON"
"11/8/2019 18:30",20,"ON"
"11/8/2019 18:45",28.4,"ON"
"11/8/2019 19:00",30.9,"ON"
"11/8/2019 19:15",38.8,"ON"
"11/8/2019 19:30",43.3,"ON"
"11/8/2019 19:45",53.7,"ON"
"11/8/2019 20:00",63.8,"ON"
"11/8/2019 20:15",64.2,"ON"
"11/8/2019 20:30",74.1,"ON"
"11/8/2019 20:45",96,"ON"
"11/8/2019 21:00",111.7,"ON"
"11/8/2019 21:15",100.1,"ON"
"11/8/2019 21:30",102.1,"ON"
"11/8/2019 21:45",100.8,"ON"
"11/8/2019 22:00",112.5,"ON"
"11/8/2019 22:15",115.8,"ON"
"11/8/2019 22:30",117.5,"ON"
"11/8/2019 22:45",101.6,"ON"
"11/8/2019 23:00",92.2,"ON"
"11/8/2019 23:15",105.7,"ON"
